Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2002,2002,kcal/cap/d,2137,E,
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2003,2003,kcal/cap/d,2126,E,
ZWE,2004-01-01,2004-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2004,2004,kcal/cap/d,2158,E,
ZWE,2005-01-01,2005-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2005,2005,kcal/cap/d,2172,E,
ZWE,2006-01-01,2006-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2006,2006,kcal/cap/d,2187,E,
ZWE,2007-01-01,2007-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2007,2007,kcal/cap/d,2201,E,
ZWE,2008-01-01,2008-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2008,2008,kcal/cap/d,2215,E,
ZWE,2009-01-01,2009-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2009,2009,kcal/cap/d,2230,E,
ZWE,2010-01-01,2010-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2010,2010,kcal/cap/d,2157,E,
ZWE,2011-01-01,2011-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2011,2011,kcal/cap/d,2154,E,
ZWE,2012-01-01,2012-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2012,2012,kcal/cap/d,2190,E,
ZWE,2013-01-01,2013-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2013,2013,kcal/cap/d,2176,E,
ZWE,2014-01-01,2014-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2014,2014,kcal/cap/d,2073,E,
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2015,2015,kcal/cap/d,2075,E,
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2016,2016,kcal/cap/d,2141,E,
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2017,2017,kcal/cap/d,2181,E,
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2018,2018,kcal/cap/d,2205,E,
ZWE,2019-01-01,2019-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2019,2019,kcal/cap/d,2144,E,
ZWE,2020-01-01,2020-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2020,2020,kcal/cap/d,2240,E,
ZWE,2021-01-01,2021-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2021,2021,kcal/cap/d,2310,E,
ZWE,2022-01-01,2022-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2022,2022,kcal/cap/d,2319,E,
ZWE,2023-01-01,2023-12-31,181,'716,Zimbabwe,220001,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2393,E,
ZWE,2000-01-01,2002-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20002002,2002,kcal/cap/d,2120,E,
ZWE,2001-01-01,2003-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20012003,2003,kcal/cap/d,2135,E,
ZWE,2002-01-01,2004-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20022004,2004,kcal/cap/d,2140,E,
ZWE,2003-01-01,2005-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20032005,2005,kcal/cap/d,2152,E,
ZWE,2004-01-01,2006-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20042006,2006,kcal/cap/d,2172,E,
ZWE,2005-01-01,2007-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20052007,2007,kcal/cap/d,2187,E,
ZWE,2006-01-01,2008-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20062008,2008,kcal/cap/d,2201,E,
ZWE,2007-01-01,2009-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20072009,2009,kcal/cap/d,2215,E,
ZWE,2008-01-01,2010-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20082010,2010,kcal/cap/d,2200,E,
ZWE,2009-01-01,2011-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20092011,2011,kcal/cap/d,2180,E,
ZWE,2010-01-01,2012-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20102012,2012,kcal/cap/d,2167,E,
ZWE,2011-01-01,2013-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20112013,2013,kcal/cap/d,2173,E,
ZWE,2012-01-01,2014-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20122014,2014,kcal/cap/d,2146,E,
ZWE,2013-01-01,2015-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20132015,2015,kcal/cap/d,2108,E,
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20142016,2016,kcal/cap/d,2097,E,
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20152017,2017,kcal/cap/d,2133,E,
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20162018,2018,kcal/cap/d,2176,E,
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20172019,2019,kcal/cap/d,2176,E,
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20182020,2020,kcal/cap/d,2197,E,
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20192021,2021,kcal/cap/d,2232,E,
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20202022,2022,kcal/cap/d,2290,E,
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2023,kcal/cap/d,2341,E,
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20222024,2024,kcal/cap/d,2365,E,
ZWE,2000-01-01,2002-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20002002,2002,%,57,E,
ZWE,2001-01-01,2003-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20012003,2003,%,57,E,
ZWE,2002-01-01,2004-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20022004,2004,%,58,E,
ZWE,2003-01-01,2005-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20032005,2005,%,59,E,
ZWE,2004-01-01,2006-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20042006,2006,%,60,E,
ZWE,2005-01-01,2007-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20052007,2007,%,60,E,
ZWE,2006-01-01,2008-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20062008,2008,%,60,E,
ZWE,2007-01-01,2009-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20072009,2009,%,60,E,
ZWE,2008-01-01,2010-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20082010,2010,%,56,E,
ZWE,2009-01-01,2011-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20092011,2011,%,53,E,
ZWE,2010-01-01,2012-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20102012,2012,%,49,E,
ZWE,2011-01-01,2013-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20112013,2013,%,48,E,
ZWE,2012-01-01,2014-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20122014,2014,%,49,E,
ZWE,2013-01-01,2015-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20132015,2015,%,50,E,
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20142016,2016,%,51,E,
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20152017,2017,%,52,E,
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20162018,2018,%,52,E,
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20172019,2019,%,54,E,
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20182020,2020,%,54,E,
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20192021,2021,%,53,E,
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2022,%,51,E,
ZWE,2000-01-01,2002-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20002002,2002,g/cap/d,47.1,E,
ZWE,2001-01-01,2003-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20012003,2003,g/cap/d,47.7,E,
ZWE,2002-01-01,2004-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20022004,2004,g/cap/d,48,E,
ZWE,2003-01-01,2005-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20032005,2005,g/cap/d,49,E,
ZWE,2004-01-01,2006-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20042006,2006,g/cap/d,50.1,E,
ZWE,2005-01-01,2007-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20052007,2007,g/cap/d,50.9,E,
ZWE,2006-01-01,2008-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20062008,2008,g/cap/d,51.3,E,
ZWE,2007-01-01,2009-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20072009,2009,g/cap/d,51.8,E,
ZWE,2008-01-01,2010-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20082010,2010,g/cap/d,55.7,E,
ZWE,2009-01-01,2011-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20092011,2011,g/cap/d,59.6,E,
ZWE,2010-01-01,2012-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20102012,2012,g/cap/d,63.2,E,
ZWE,2011-01-01,2013-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,62.7,E,
ZWE,2012-01-01,2014-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,60.9,E,
ZWE,2013-01-01,2015-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,58.9,E,
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,57.3,E,
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,56.8,E,
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,56,E,
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,55,E,
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,55.4,E,
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,56.4,E,
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,57.3,E,
ZWE,2000-01-01,2002-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20002002,2002,g/cap/d,10.1,E,
ZWE,2001-01-01,2003-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20012003,2003,g/cap/d,10.3,E,
ZWE,2002-01-01,2004-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20022004,2004,g/cap/d,10.2,E,
ZWE,2003-01-01,2005-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20032005,2005,g/cap/d,10.6,E,
ZWE,2004-01-01,2006-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20042006,2006,g/cap/d,10.8,E,
ZWE,2005-01-01,2007-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20052007,2007,g/cap/d,11,E,
ZWE,2006-01-01,2008-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20062008,2008,g/cap/d,11.1,E,
ZWE,2007-01-01,2009-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20072009,2009,g/cap/d,11.5,E,
ZWE,2008-01-01,2010-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20082010,2010,g/cap/d,18.4,E,
ZWE,2009-01-01,2011-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20092011,2011,g/cap/d,25.8,E,
ZWE,2010-01-01,2012-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20102012,2012,g/cap/d,32.9,E,
ZWE,2011-01-01,2013-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,33.1,E,
ZWE,2012-01-01,2014-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,31.1,E,
ZWE,2013-01-01,2015-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,29.4,E,
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,27.9,E,
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,27.7,E,
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,26.9,E,
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,26,E,
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,26.6,E,
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,28.2,E,
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,29.9,E,
ZWE,2007-01-01,2007-12-31,181,'716,Zimbabwe,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2007,2007,km,0.7,X,
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2018,2018,km,0.8,X,
ZWE,2019-01-01,2019-12-31,181,'716,Zimbabwe,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2019,2019,km,0.8,X,
ZWE,2020-01-01,2020-12-31,181,'716,Zimbabwe,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2020,2020,km,0.8,X,
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2000,2000,Int$/cap,4071,X,
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2001,2001,Int$/cap,4102.1,X,
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2002,2002,Int$/cap,3701.5,X,
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2003,2003,Int$/cap,3036.1,X,
ZWE,2004-01-01,2004-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2004,2004,Int$/cap,2828.8,X,
ZWE,2005-01-01,2005-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2005,2005,Int$/cap,2642.2,X,
ZWE,2006-01-01,2006-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2006,2006,Int$/cap,2519.8,X,
ZWE,2007-01-01,2007-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2007,2007,Int$/cap,2396,X,
ZWE,2008-01-01,2008-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2008,2008,Int$/cap,1949,X,
ZWE,2009-01-01,2009-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2009,2009,Int$/cap,2176.9,X,
ZWE,2010-01-01,2010-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2010,2010,Int$/cap,2563.5,X,
ZWE,2011-01-01,2011-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2011,2011,Int$/cap,2875.9,X,
ZWE,2012-01-01,2012-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2012,2012,Int$/cap,3301.2,X,
ZWE,2013-01-01,2013-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2013,2013,Int$/cap,3319.8,X,
ZWE,2014-01-01,2014-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2014,2014,Int$/cap,3352.4,X,
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2015,2015,Int$/cap,3366.6,X,
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2016,2016,Int$/cap,3345.3,X,
